statecode,ratingarea,age,premiumrate
MI,Rating Area 16,32,70.03
MI,Rating Area 16,33,70.62
MI,Rating Area 16,34,71.23
MI,Rating Area 16,35,71.68
MI,Rating Area 16,36,72.08
MI,Rating Area 16,37,72.48
MI,Rating Area 16,38,72.90
MI,Rating Area 16,39,73.55
MI,Rating Area 16,40,74.20
MI,Rating Area 16,41,75.10
MI,Rating Area 16,42,75.97
MI,Rating Area 16,43,77.11
MI,Rating Area 16,44,78.48
MI,Rating Area 16,45,80.24
MI,Rating Area 16,46,82.09
MI,Rating Area 16,47,84.15
MI,Rating Area 16,48,86.48
MI,Rating Area 16,49,88.79
MI,Rating Area 16,50,91.36
MI,Rating Area 16,51,93.91
MI,Rating Area 16,52,96.70
MI,Rating Area 16,53,99.52
MI,Rating Area 16,54,102.55
MI,Rating Area 16,55,105.93
MI,Rating Area 16,56,109.21
MI,Rating Area 16,57,112.24
MI,Rating Area 16,58,115.02
MI,Rating Area 16,59,116.41
MI,Rating Area 16,60,118.71
MI,Rating Area 16,61,120.65
MI,Rating Area 16,62,121.83
MI,Rating Area 16,63,122.93
MI,Rating Area 16,64,123.65
MI,Rating Area 16,65,123.96
MI,Rating Area 2,20,63.75
MI,Rating Area 2,21,100.05
MI,Rating Area 2,22,100.12
MI,Rating Area 2,23,100.19
MI,Rating Area 2,24,100.27
MI,Rating Area 2,25,100.43
MI,Rating Area 2,26,102.02
MI,Rating Area 2,27,103.83
MI,Rating Area 2,28,106.72
MI,Rating Area 2,29,109.12
MI,Rating Area 2,30,110.37
MI,Rating Area 2,31,112.20
MI,Rating Area 2,32,114.03
MI,Rating Area 2,33,115.23
MI,Rating Area 2,34,116.50
MI,Rating Area 2,35,117.25
MI,Rating Area 2,36,117.97
MI,Rating Area 2,37,117.56
MI,Rating Area 2,38,119.40
MI,Rating Area 2,39,120.70
MI,Rating Area 2,40,122.00
MI,Rating Area 2,41,123.88
MI,Rating Area 2,42,125.69
MI,Rating Area 2,43,128.15
MI,Rating Area 2,44,131.19
MI,Rating Area 2,45,132.28
MI,Rating Area 2,46,137.73
MI,Rating Area 2,47,143.78
MI,Rating Area 2,48,149.13
MI,Rating Area 2,49,154.41
MI,Rating Area 2,50,159.01
MI,Rating Area 2,51,166.21
MI,Rating Area 2,52,172.65
MI,Rating Area 2,53,179.17
MI,Rating Area 2,54,186.19
MI,Rating Area 2,55,193.51
MI,Rating Area 2,56,201.11
MI,Rating Area 2,57,208.49
MI,Rating Area 2,58,214.28
MI,Rating Area 2,59,220.15
MI,Rating Area 2,60,227.73
MI,Rating Area 2,61,233.88
MI,Rating Area 2,62,237.88
MI,Rating Area 2,63,242.49
MI,Rating Area 2,64,245.15
MI,Rating Area 2,65,245.40
MI,Rating Area 3,20,50.56
MI,Rating Area 3,21,78.73
MI,Rating Area 3,22,78.80
MI,Rating Area 3,23,78.88
MI,Rating Area 3,24,78.97
MI,Rating Area 3,25,79.01
MI,Rating Area 3,26,80.11
MI,Rating Area 3,27,81.31
MI,Rating Area 3,28,83.22
MI,Rating Area 3,29,84.80
MI,Rating Area 3,30,85.66
MI,Rating Area 3,31,86.88
MI,Rating Area 3,32,88.11
MI,Rating Area 3,33,88.94
MI,Rating Area 3,34,89.81
MI,Rating Area 3,35,90.38
MI,Rating Area 3,36,90.90
MI,Rating Area 3,37,90.07
MI,Rating Area 3,38,91.95
MI,Rating Area 3,39,92.86
MI,Rating Area 3,40,93.76
MI,Rating Area 3,41,95.04
MI,Rating Area 3,42,96.29
MI,Rating Area 3,43,97.94
MI,Rating Area 3,44,99.98
MI,Rating Area 3,45,99.36
MI,Rating Area 3,46,103.65
MI,Rating Area 3,47,108.39
MI,Rating Area 3,48,111.91
MI,Rating Area 3,49,115.39
MI,Rating Area 3,50,117.69
MI,Rating Area 3,51,123.16
MI,Rating Area 3,52,127.39
MI,Rating Area 3,53,131.68
MI,Rating Area 3,54,136.29
MI,Rating Area 3,55,141.24
MI,Rating Area 3,56,146.22
MI,Rating Area 3,57,150.89
MI,Rating Area 3,58,153.36
MI,Rating Area 3,59,158.11
MI,Rating Area 3,60,162.42
MI,Rating Area 3,61,165.87
MI,Rating Area 3,62,168.15
MI,Rating Area 3,63,170.89
MI,Rating Area 3,64,172.60
MI,Rating Area 3,65,172.90
MI,Rating Area 4,20,51.96
MI,Rating Area 4,21,80.72
MI,Rating Area 4,22,80.80
MI,Rating Area 4,23,80.88
MI,Rating Area 4,24,80.97
MI,Rating Area 4,25,82.16
MI,Rating Area 4,26,83.32
MI,Rating Area 4,27,84.60
MI,Rating Area 4,28,84.33
MI,Rating Area 4,29,88.31
MI,Rating Area 4,30,89.22
MI,Rating Area 4,31,90.52
MI,Rating Area 4,32,91.83
MI,Rating Area 4,33,92.71
MI,Rating Area 4,34,92.47
MI,Rating Area 4,35,94.23
MI,Rating Area 4,36,94.78
MI,Rating Area 4,37,95.33
MI,Rating Area 4,38,95.89
MI,Rating Area 4,39,96.85
MI,Rating Area 4,40,97.81
MI,Rating Area 4,41,99.17
MI,Rating Area 4,42,100.49
MI,Rating Area 4,43,102.25
MI,Rating Area 4,44,104.41
MI,Rating Area 4,45,107.11
MI,Rating Area 4,46,110.06
MI,Rating Area 4,47,113.36
MI,Rating Area 4,48,117.11
MI,Rating Area 4,49,120.82
MI,Rating Area 4,50,124.97
MI,Rating Area 4,51,129.08
MI,Rating Area 4,52,133.58
MI,Rating Area 4,53,135.46
MI,Rating Area 4,54,143.06
MI,Rating Area 4,55,146.19
MI,Rating Area 4,56,153.28
MI,Rating Area 4,57,158.08
MI,Rating Area 4,58,163.09
MI,Rating Area 4,59,165.54
MI,Rating Area 4,60,169.54
MI,Rating Area 4,61,172.70
MI,Rating Area 4,62,174.77
MI,Rating Area 4,63,174.16
MI,Rating Area 4,64,178.73
MI,Rating Area 4,65,179.02
MI,Rating Area 5,20,64.70
MI,Rating Area 5,21,102.19
MI,Rating Area 5,22,102.26
MI,Rating Area 5,23,102.33
MI,Rating Area 5,24,102.41
MI,Rating Area 5,25,102.58
MI,Rating Area 5,26,103.41
MI,Rating Area 5,27,105.41
MI,Rating Area 5,28,109.06
MI,Rating Area 5,29,111.53
MI,Rating Area 5,30,112.82
MI,Rating Area 5,31,114.70
MI,Rating Area 5,32,116.59
MI,Rating Area 5,33,117.82
MI,Rating Area 5,34,119.13
MI,Rating Area 5,35,119.10
MI,Rating Area 5,36,120.62
MI,Rating Area 5,37,121.34
MI,Rating Area 5,38,122.08
MI,Rating Area 5,39,123.41
MI,Rating Area 5,40,124.74
MI,Rating Area 5,41,126.67
MI,Rating Area 5,42,128.53
MI,Rating Area 5,43,131.06
MI,Rating Area 5,44,132.90
MI,Rating Area 5,45,138.00
MI,Rating Area 5,46,142.32
MI,Rating Area 5,47,147.17
MI,Rating Area 5,48,152.69
MI,Rating Area 5,49,157.02
MI,Rating Area 5,50,164.25
MI,Rating Area 5,51,170.31
MI,Rating Area 5,52,175.44
MI,Rating Area 5,53,183.68
MI,Rating Area 5,54,190.93
MI,Rating Area 5,55,196.72
MI,Rating Area 5,56,206.31
MI,Rating Area 5,57,214.24
MI,Rating Area 5,58,220.82
MI,Rating Area 5,59,226.44
MI,Rating Area 5,60,234.05
MI,Rating Area 5,61,237.95
MI,Rating Area 5,62,244.62
MI,Rating Area 5,63,249.31
MI,Rating Area 5,64,251.99
MI,Rating Area 5,65,252.23
MI,Rating Area 6,20,48.48
MI,Rating Area 6,21,76.78
MI,Rating Area 6,22,76.86
MI,Rating Area 6,23,76.94
MI,Rating Area 6,24,77.03
MI,Rating Area 6,25,77.09
MI,Rating Area 6,26,77.18
MI,Rating Area 6,27,78.53
MI,Rating Area 6,28,81.23
MI,Rating Area 6,29,82.79
MI,Rating Area 6,30,83.63
MI,Rating Area 6,31,84.84
MI,Rating Area 6,32,86.05
MI,Rating Area 6,33,86.86
MI,Rating Area 6,34,87.73
MI,Rating Area 6,35,87.31
MI,Rating Area 6,36,88.80
MI,Rating Area 6,37,89.32
MI,Rating Area 6,38,89.85
MI,Rating Area 6,39,90.74
MI,Rating Area 6,40,91.64
MI,Rating Area 6,41,92.90
MI,Rating Area 6,42,94.13
MI,Rating Area 6,43,95.76
MI,Rating Area 6,44,96.15
MI,Rating Area 6,45,100.24
MI,Rating Area 6,46,102.97
MI,Rating Area 6,47,106.02
MI,Rating Area 6,48,109.48
MI,Rating Area 6,49,111.52
MI,Rating Area 6,50,116.74
MI,Rating Area 6,51,120.53
MI,Rating Area 6,52,122.81
MI,Rating Area 6,53,128.90
MI,Rating Area 6,54,133.44
MI,Rating Area 6,55,136.12
MI,Rating Area 6,56,143.19
MI,Rating Area 6,57,148.15
MI,Rating Area 6,58,151.42
MI,Rating Area 6,59,156.18
MI,Rating Area 6,60,161.32
MI,Rating Area 6,61,162.18
MI,Rating Area 6,62,167.84
MI,Rating Area 6,63,170.78
MI,Rating Area 6,64,172.63
MI,Rating Area 6,65,172.92
MI,Rating Area 7,20,50.25
MI,Rating Area 7,21,78.16
MI,Rating Area 7,22,78.24
MI,Rating Area 7,23,78.32
MI,Rating Area 7,24,78.41
MI,Rating Area 7,25,78.44
MI,Rating Area 7,26,79.53
MI,Rating Area 7,27,80.72
MI,Rating Area 7,28,82.61
MI,Rating Area 7,29,84.17
MI,Rating Area 7,30,85.02
MI,Rating Area 7,31,86.24
MI,Rating Area 7,32,87.46
MI,Rating Area 7,33,88.28
MI,Rating Area 7,34,89.15
MI,Rating Area 7,35,89.71
MI,Rating Area 7,36,90.23
MI,Rating Area 7,37,90.75
MI,Rating Area 7,38,91.28
MI,Rating Area 7,39,92.17
MI,Rating Area 7,40,93.07
MI,Rating Area 7,41,94.34
MI,Rating Area 7,42,95.58
MI,Rating Area 7,43,97.22
MI,Rating Area 7,44,99.23
MI,Rating Area 7,45,101.75
MI,Rating Area 7,46,104.50
MI,Rating Area 7,47,107.57
MI,Rating Area 7,48,111.06
MI,Rating Area 7,49,114.51
MI,Rating Area 7,50,118.37
MI,Rating Area 7,51,119.95
MI,Rating Area 7,52,126.39
MI,Rating Area 7,53,130.63
MI,Rating Area 7,54,135.20
MI,Rating Area 7,55,138.18
MI,Rating Area 7,56,145.01
MI,Rating Area 7,57,149.59
MI,Rating Area 7,58,153.93
MI,Rating Area 7,59,156.15
MI,Rating Area 7,60,160.35
MI,Rating Area 7,61,164.03
MI,Rating Area 7,62,166.44
MI,Rating Area 7,63,166.04
MI,Rating Area 7,64,170.60
MI,Rating Area 7,65,170.88
MI,Rating Area 8,20,48.19
MI,Rating Area 8,21,75.94
MI,Rating Area 8,22,76.02
MI,Rating Area 8,23,76.10
MI,Rating Area 8,24,76.19
MI,Rating Area 8,25,76.23
MI,Rating Area 8,26,75.99
MI,Rating Area 8,27,78.47
MI,Rating Area 8,28,80.33
MI,Rating Area 8,29,81.86
MI,Rating Area 8,30,82.70
MI,Rating Area 8,31,83.89
MI,Rating Area 8,32,85.09
MI,Rating Area 8,33,85.90
MI,Rating Area 8,34,86.75
MI,Rating Area 8,35,87.31
MI,Rating Area 8,36,87.82
MI,Rating Area 8,37,88.34
MI,Rating Area 8,38,88.86
MI,Rating Area 8,39,89.75
MI,Rating Area 8,40,90.63
MI,Rating Area 8,41,91.88
MI,Rating Area 8,42,93.10
MI,Rating Area 8,43,94.71
MI,Rating Area 8,44,96.69
MI,Rating Area 8,45,97.56
MI,Rating Area 8,46,101.85
MI,Rating Area 8,47,104.87
MI,Rating Area 8,48,108.30
MI,Rating Area 8,49,111.68
MI,Rating Area 8,50,115.47
MI,Rating Area 8,51,119.22
MI,Rating Area 8,52,121.57
MI,Rating Area 8,53,127.49
MI,Rating Area 8,54,131.98
MI,Rating Area 8,55,136.80
MI,Rating Area 8,56,141.64
MI,Rating Area 8,57,146.54
MI,Rating Area 8,58,151.59
MI,Rating Area 8,59,151.77
MI,Rating Area 8,60,155.52
MI,Rating Area 8,61,162.78
MI,Rating Area 8,62,162.44
MI,Rating Area 8,63,168.80
MI,Rating Area 8,64,170.75
MI,Rating Area 8,65,171.04
MI,Rating Area 9,20,45.35
MI,Rating Area 9,21,71.90
MI,Rating Area 9,22,71.98
MI,Rating Area 9,23,72.06
MI,Rating Area 9,24,72.15
MI,Rating Area 9,25,72.16
MI,Rating Area 9,26,73.15
MI,Rating Area 9,27,74.21
MI,Rating Area 9,28,75.88
MI,Rating Area 9,29,77.27
MI,Rating Area 9,30,78.03
MI,Rating Area 9,31,79.11
MI,Rating Area 9,32,80.20
MI,Rating Area 9,33,80.94
MI,Rating Area 9,34,81.72
MI,Rating Area 9,35,82.24
MI,Rating Area 9,36,82.72
MI,Rating Area 9,37,83.20
MI,Rating Area 9,38,83.69
MI,Rating Area 9,39,84.50
MI,Rating Area 9,40,85.31
MI,Rating Area 9,41,86.45
MI,Rating Area 9,42,87.56
MI,Rating Area 9,43,89.03
MI,Rating Area 9,44,90.82
MI,Rating Area 9,45,93.08
MI,Rating Area 9,46,95.52
MI,Rating Area 9,47,98.25
MI,Rating Area 9,48,101.34
MI,Rating Area 9,49,104.40
MI,Rating Area 9,50,107.82
MI,Rating Area 9,51,111.21
MI,Rating Area 9,52,114.91
MI,Rating Area 9,53,118.67
MI,Rating Area 9,54,122.71
MI,Rating Area 9,55,127.11
MI,Rating Area 9,56,131.48
MI,Rating Area 9,57,135.65
MI,Rating Area 9,58,139.41
MI,Rating Area 9,59,141.28
MI,Rating Area 9,60,144.77
MI,Rating Area 9,61,147.79
MI,Rating Area 9,62,149.68
MI,Rating Area 9,63,151.73
MI,Rating Area 9,64,152.97
MI,Rating Area 9,65,153.27
MO,Rating Area 1,20,47.03
MO,Rating Area 1,21,79.15
MO,Rating Area 1,22,79.15
MO,Rating Area 1,23,79.15
MO,Rating Area 1,24,79.15
MO,Rating Area 1,25,79.32
MO,Rating Area 1,26,80.41
MO,Rating Area 1,27,81.43
MO,Rating Area 1,28,83.08
MO,Rating Area 1,29,84.43
MO,Rating Area 1,30,85.11
MO,Rating Area 1,31,86.12
MO,Rating Area 1,32,87.14
MO,Rating Area 1,33,87.77
MO,Rating Area 1,34,88.45
MO,Rating Area 1,35,88.79
MO,Rating Area 1,36,89.13
MO,Rating Area 1,37,89.46
MO,Rating Area 1,38,89.80
MO,Rating Area 1,39,90.48
MO,Rating Area 1,40,91.16
MO,Rating Area 1,41,92.17
MO,Rating Area 1,42,93.15
MO,Rating Area 1,43,94.50
MO,Rating Area 1,44,96.19
MO,Rating Area 1,45,98.18
MO,Rating Area 1,46,100.55
MO,Rating Area 1,47,103.21
MO,Rating Area 1,48,106.26
MO,Rating Area 1,49,109.26
MO,Rating Area 1,50,112.65
MO,Rating Area 1,51,115.99
MO,Rating Area 1,52,119.67
MO,Rating Area 1,53,123.06
MO,Rating Area 1,54,125.04
MO,Rating Area 1,55,127.24
MO,Rating Area 1,56,129.24
MO,Rating Area 1,57,130.60
MO,Rating Area 1,58,130.61
MO,Rating Area 1,59,130.61
MO,Rating Area 1,60,130.61
MO,Rating Area 1,61,130.61
MO,Rating Area 1,62,130.61
MO,Rating Area 1,63,130.61
MO,Rating Area 1,64,130.61
MO,Rating Area 1,65,131.47
MO,Rating Area 10,20,53.60
MO,Rating Area 10,21,90.80
MO,Rating Area 10,22,90.80
MO,Rating Area 10,23,90.80
MO,Rating Area 10,24,90.80
MO,Rating Area 10,25,91.02
MO,Rating Area 10,26,92.37
MO,Rating Area 10,27,93.72
MO,Rating Area 10,28,95.90
MO,Rating Area 10,29,97.70
MO,Rating Area 10,30,98.59
MO,Rating Area 10,31,99.94
MO,Rating Area 10,32,101.28
MO,Rating Area 10,33,102.12
MO,Rating Area 10,34,103.02
MO,Rating Area 10,35,103.47
MO,Rating Area 10,36,103.91
MO,Rating Area 10,37,104.36
MO,Rating Area 10,38,104.81
MO,Rating Area 10,39,105.71
MO,Rating Area 10,40,106.60
MO,Rating Area 10,41,107.95
MO,Rating Area 10,42,109.23
MO,Rating Area 10,43,111.03
MO,Rating Area 10,44,113.27
MO,Rating Area 10,45,115.90
MO,Rating Area 10,46,119.04
MO,Rating Area 10,47,122.56
MO,Rating Area 10,48,126.60
MO,Rating Area 10,49,130.57
MO,Rating Area 10,50,135.05
MO,Rating Area 10,51,139.48
MO,Rating Area 10,52,144.35
MO,Rating Area 10,53,148.84
MO,Rating Area 10,54,152.50
MO,Rating Area 10,55,156.11
MO,Rating Area 10,56,158.87
MO,Rating Area 10,57,160.61
MO,Rating Area 10,58,162.29
MO,Rating Area 10,59,163.12
MO,Rating Area 10,60,164.80
MO,Rating Area 10,61,166.26
MO,Rating Area 10,62,167.05
MO,Rating Area 10,63,167.67
MO,Rating Area 10,64,167.84
MO,Rating Area 10,65,168.65
MO,Rating Area 2,20,52.56
MO,Rating Area 2,21,88.29
MO,Rating Area 2,22,88.29
MO,Rating Area 2,23,88.29
MO,Rating Area 2,24,88.29
MO,Rating Area 2,25,88.50
MO,Rating Area 2,26,89.79
MO,Rating Area 2,27,91.06
MO,Rating Area 2,28,93.12
MO,Rating Area 2,29,94.80
MO,Rating Area 2,30,95.65
MO,Rating Area 2,31,96.91
MO,Rating Area 2,32,98.18
MO,Rating Area 2,33,98.97
MO,Rating Area 2,34,99.81
MO,Rating Area 2,35,100.23
MO,Rating Area 2,36,100.65
MO,Rating Area 2,37,101.07
MO,Rating Area 2,38,101.49
MO,Rating Area 2,39,102.34
MO,Rating Area 2,40,103.18
MO,Rating Area 2,41,104.44
MO,Rating Area 2,42,105.66
MO,Rating Area 2,43,107.34
MO,Rating Area 2,44,109.45
MO,Rating Area 2,45,111.93
MO,Rating Area 2,46,114.88
MO,Rating Area 2,47,118.19
MO,Rating Area 2,48,121.99
MO,Rating Area 2,49,125.73
MO,Rating Area 2,50,129.94
MO,Rating Area 2,51,134.10
MO,Rating Area 2,52,138.69
MO,Rating Area 2,53,143.32
MO,Rating Area 2,54,148.17
MO,Rating Area 2,55,152.39
MO,Rating Area 2,56,155.72
MO,Rating Area 2,57,158.75
MO,Rating Area 2,58,160.83
MO,Rating Area 2,59,161.61
MO,Rating Area 2,60,163.19
MO,Rating Area 2,61,164.56
MO,Rating Area 2,62,165.46
MO,Rating Area 2,63,166.59
MO,Rating Area 2,64,167.27
MO,Rating Area 2,65,168.12
MO,Rating Area 3,20,50.53
MO,Rating Area 3,21,84.06
MO,Rating Area 3,22,84.06
MO,Rating Area 3,23,84.06
MO,Rating Area 3,24,84.06
MO,Rating Area 3,25,84.24
MO,Rating Area 3,26,85.42
MO,Rating Area 3,27,86.52
MO,Rating Area 3,28,88.30
MO,Rating Area 3,29,89.76
MO,Rating Area 3,30,90.49
MO,Rating Area 3,31,91.58
MO,Rating Area 3,32,92.68
MO,Rating Area 3,33,93.36
MO,Rating Area 3,34,94.09
MO,Rating Area 3,35,94.46
MO,Rating Area 3,36,94.82
MO,Rating Area 3,37,95.19
MO,Rating Area 3,38,95.55
MO,Rating Area 3,39,96.28
MO,Rating Area 3,40,97.01
MO,Rating Area 3,41,98.10
MO,Rating Area 3,42,99.15
MO,Rating Area 3,43,100.61
MO,Rating Area 3,44,102.44
MO,Rating Area 3,45,104.58
MO,Rating Area 3,46,107.13
MO,Rating Area 3,47,110.01
MO,Rating Area 3,48,113.29
MO,Rating Area 3,49,116.53
MO,Rating Area 3,50,120.17
MO,Rating Area 3,51,123.73
MO,Rating Area 3,52,126.08
MO,Rating Area 3,53,127.92
MO,Rating Area 3,54,129.90
MO,Rating Area 3,55,132.02
MO,Rating Area 3,56,132.25
MO,Rating Area 3,57,132.25
MO,Rating Area 3,58,132.25
MO,Rating Area 3,59,132.25
MO,Rating Area 3,60,132.25
MO,Rating Area 3,61,132.25
MO,Rating Area 3,62,132.25
MO,Rating Area 3,63,132.25
MO,Rating Area 3,64,132.25
MO,Rating Area 3,65,133.18
MO,Rating Area 4,20,48.04
MO,Rating Area 4,21,80.62
MO,Rating Area 4,22,80.62
MO,Rating Area 4,23,80.62
MO,Rating Area 4,24,80.62
MO,Rating Area 4,25,80.80
MO,Rating Area 4,26,81.91
MO,Rating Area 4,27,82.95
MO,Rating Area 4,28,84.64
MO,Rating Area 4,29,86.02
MO,Rating Area 4,30,86.71
MO,Rating Area 4,31,87.75
MO,Rating Area 4,32,88.79
MO,Rating Area 4,33,89.44
MO,Rating Area 4,34,90.13
MO,Rating Area 4,35,90.47
MO,Rating Area 4,36,90.82
MO,Rating Area 4,37,91.16
MO,Rating Area 4,38,91.51
MO,Rating Area 4,39,92.20
MO,Rating Area 4,40,92.89
MO,Rating Area 4,41,93.93
MO,Rating Area 4,42,94.93
MO,Rating Area 4,43,96.31
MO,Rating Area 4,44,98.04
MO,Rating Area 4,45,100.07
MO,Rating Area 4,46,102.49
MO,Rating Area 4,47,105.22
MO,Rating Area 4,48,108.33
MO,Rating Area 4,49,111.40
MO,Rating Area 4,50,114.86
MO,Rating Area 4,51,118.27
MO,Rating Area 4,52,122.03
MO,Rating Area 4,53,124.61
MO,Rating Area 4,54,126.50
MO,Rating Area 4,55,128.74
MO,Rating Area 4,56,130.70
MO,Rating Area 4,57,131.16
MO,Rating Area 4,58,131.16
MO,Rating Area 4,59,131.16
MO,Rating Area 4,60,131.16
MO,Rating Area 4,61,131.16
MO,Rating Area 4,62,131.16
MO,Rating Area 4,63,131.16
MO,Rating Area 4,64,131.16
MO,Rating Area 4,65,132.02
MO,Rating Area 5,20,49.15
MO,Rating Area 5,21,82.36
MO,Rating Area 5,22,82.36
MO,Rating Area 5,23,82.36
MO,Rating Area 5,24,82.36
MO,Rating Area 5,25,82.55
MO,Rating Area 5,26,83.72
MO,Rating Area 5,27,84.85
MO,Rating Area 5,28,86.68
MO,Rating Area 5,29,88.18
MO,Rating Area 5,30,88.93
MO,Rating Area 5,31,90.05
MO,Rating Area 5,32,91.18
MO,Rating Area 5,33,91.88
MO,Rating Area 5,34,92.63
MO,Rating Area 5,35,93.01
MO,Rating Area 5,36,93.38
MO,Rating Area 5,37,93.76
MO,Rating Area 5,38,94.13
MO,Rating Area 5,39,94.88
MO,Rating Area 5,40,95.63
MO,Rating Area 5,41,96.76
MO,Rating Area 5,42,97.84
MO,Rating Area 5,43,99.34
MO,Rating Area 5,44,101.22
MO,Rating Area 5,45,103.42
MO,Rating Area 5,46,106.05
MO,Rating Area 5,47,109.00
MO,Rating Area 5,48,112.38
MO,Rating Area 5,49,115.71
MO,Rating Area 5,50,119.46
MO,Rating Area 5,51,123.17
MO,Rating Area 5,52,127.25
MO,Rating Area 5,53,131.37
MO,Rating Area 5,54,135.83
MO,Rating Area 5,55,140.63
MO,Rating Area 5,56,145.46
MO,Rating Area 5,57,149.89
MO,Rating Area 5,58,153.48
MO,Rating Area 5,59,155.06
MO,Rating Area 5,60,158.07
MO,Rating Area 5,61,159.95
MO,Rating Area 5,62,160.81
MO,Rating Area 5,63,161.81
MO,Rating Area 5,64,162.42
MO,Rating Area 5,65,163.23
MO,Rating Area 6,20,47.71
MO,Rating Area 6,21,78.28
MO,Rating Area 6,22,78.28
MO,Rating Area 6,23,78.28
MO,Rating Area 6,24,78.28
MO,Rating Area 6,25,78.45
MO,Rating Area 6,26,79.53
MO,Rating Area 6,27,80.54
MO,Rating Area 6,28,82.17
MO,Rating Area 6,29,83.51
MO,Rating Area 6,30,84.18
MO,Rating Area 6,31,85.19
MO,Rating Area 6,32,86.19
MO,Rating Area 6,33,86.82
MO,Rating Area 6,34,87.49
MO,Rating Area 6,35,87.83
MO,Rating Area 6,36,88.16
MO,Rating Area 6,37,88.50
MO,Rating Area 6,38,88.83
MO,Rating Area 6,39,89.50
MO,Rating Area 6,40,90.17
MO,Rating Area 6,41,91.18
MO,Rating Area 6,42,92.14
MO,Rating Area 6,43,93.48
MO,Rating Area 6,44,95.15
MO,Rating Area 6,45,97.12
MO,Rating Area 6,46,99.47
MO,Rating Area 6,47,102.10
MO,Rating Area 6,48,105.12
MO,Rating Area 6,49,108.09
MO,Rating Area 6,50,111.44
MO,Rating Area 6,51,114.75
MO,Rating Area 6,52,118.39
MO,Rating Area 6,53,122.07
MO,Rating Area 6,54,126.05
MO,Rating Area 6,55,130.37
MO,Rating Area 6,56,134.68
MO,Rating Area 6,57,139.03
MO,Rating Area 6,58,143.68
MO,Rating Area 6,59,145.89
MO,Rating Area 6,60,149.64
MO,Rating Area 6,61,152.18
MO,Rating Area 6,62,153.80
MO,Rating Area 6,63,155.69
MO,Rating Area 6,64,156.65
MO,Rating Area 6,65,157.51
MO,Rating Area 7,20,45.71
MO,Rating Area 7,21,76.07
MO,Rating Area 7,22,76.07
MO,Rating Area 7,23,76.07
MO,Rating Area 7,24,76.07
MO,Rating Area 7,25,76.24
MO,Rating Area 7,26,77.27
MO,Rating Area 7,27,78.24
MO,Rating Area 7,28,79.82
MO,Rating Area 7,29,81.11
MO,Rating Area 7,30,81.76
MO,Rating Area 7,31,82.72
MO,Rating Area 7,32,83.69
MO,Rating Area 7,33,84.30
MO,Rating Area 7,34,84.94
MO,Rating Area 7,35,85.27
MO,Rating Area 7,36,85.59
MO,Rating Area 7,37,85.91
MO,Rating Area 7,38,86.24
MO,Rating Area 7,39,86.88
MO,Rating Area 7,40,87.53
MO,Rating Area 7,41,88.50
MO,Rating Area 7,42,89.42
MO,Rating Area 7,43,90.72
MO,Rating Area 7,44,92.33
MO,Rating Area 7,45,94.23
MO,Rating Area 7,46,96.49
MO,Rating Area 7,47,99.03
MO,Rating Area 7,48,101.94
MO,Rating Area 7,49,104.80
MO,Rating Area 7,50,108.03
MO,Rating Area 7,51,111.22
MO,Rating Area 7,52,114.73
MO,Rating Area 7,53,118.28
MO,Rating Area 7,54,122.12
MO,Rating Area 7,55,126.30
MO,Rating Area 7,56,130.45
MO,Rating Area 7,57,134.65
MO,Rating Area 7,58,139.13
MO,Rating Area 7,59,141.35
MO,Rating Area 7,60,145.83
MO,Rating Area 7,61,149.43
MO,Rating Area 7,62,151.41
MO,Rating Area 7,63,153.51
MO,Rating Area 7,64,154.70
MO,Rating Area 7,65,155.50
MO,Rating Area 8,20,47.25
MO,Rating Area 8,21,78.70
MO,Rating Area 8,22,78.70
MO,Rating Area 8,23,78.70
MO,Rating Area 8,24,78.70
MO,Rating Area 8,25,78.88
MO,Rating Area 8,26,79.96
MO,Rating Area 8,27,81.00
MO,Rating Area 8,28,82.67
MO,Rating Area 8,29,84.05
MO,Rating Area 8,30,84.74
MO,Rating Area 8,31,85.77
MO,Rating Area 8,32,86.80
MO,Rating Area 8,33,87.45
MO,Rating Area 8,34,88.13
MO,Rating Area 8,35,88.48
MO,Rating Area 8,36,88.82
MO,Rating Area 8,37,89.17
MO,Rating Area 8,38,89.51
MO,Rating Area 8,39,90.20
MO,Rating Area 8,40,90.89
MO,Rating Area 8,41,91.92
MO,Rating Area 8,42,92.91
MO,Rating Area 8,43,94.28
MO,Rating Area 8,44,96.00
MO,Rating Area 8,45,98.02
MO,Rating Area 8,46,100.43
MO,Rating Area 8,47,103.14
MO,Rating Area 8,48,106.23
MO,Rating Area 8,49,109.28
MO,Rating Area 8,50,112.72
MO,Rating Area 8,51,116.12
MO,Rating Area 8,52,119.86
MO,Rating Area 8,53,123.64
MO,Rating Area 8,54,127.73
MO,Rating Area 8,55,132.16
MO,Rating Area 8,56,136.58
MO,Rating Area 8,57,141.05
MO,Rating Area 8,58,145.83
MO,Rating Area 8,59,148.09
MO,Rating Area 8,60,151.92
MO,Rating Area 8,61,154.52
MO,Rating Area 8,62,156.18
MO,Rating Area 8,63,158.11
MO,Rating Area 8,64,159.10
MO,Rating Area 8,65,159.90
MO,Rating Area 9,20,49.34
MO,Rating Area 9,21,83.11
MO,Rating Area 9,22,83.11
MO,Rating Area 9,23,83.11
MO,Rating Area 9,24,83.11
MO,Rating Area 9,25,83.30
